"Computer Programming","Computer Programming"
"Computer Repair","Computer Repair"
"Computer Software Stores","Computer Software Stores"
"Computers, Peripherals, and Software","Computers, Peripherals, and Software"
"Concrete Work Services","Concrete Work Services"
"Construction Materials (Not Elsewhere Classified)","Construction Materials (Not Elsewhere Classified)"
"Consulting, Public Relations","Consulting, Public Relations"
"Correspondence Schools","Correspondence Schools"
"Cosmetic Stores","Cosmetic Stores"
"Counseling Services","Counseling Services"
"Country Clubs","Country Clubs"
"Courier Services","Courier Services"
"Court Costs, Including Alimony and Child Support - Courts of Law","Court Costs, Including Alimony and Child Support - Courts of Law"
"Credit Reporting Agencies","Credit Reporting Agencies"
"Cruise Lines","Cruise Lines"
"Dairy Products Stores","Dairy Products Stores"
"Dance Hall, Studios, Schools","Dance Hall, Studios, Schools"
"Dating/Escort Services","Dating/Escort Services"
"Dentists, Orthodontists","Dentists, Orthodontists"
"Department Stores","Department Stores"
"Detective Agencies","Detective Agencies"
"Digital Goods – Applications (Excludes Games)","Digital Goods – Applications (Excludes Games)"
"Direct Marketing - Catalog Merchant","Direct Marketing - Catalog Merchant"
"Direct Marketing - Combination Catalog and Retail Merchant","Direct Marketing - Combination Catalog and Retail Merchant"
"Direct Marketing - Inbound Telemarketing","Direct Marketing - Inbound Telemarketing"
"Direct Marketing - Insurance Services","Direct Marketing - Insurance Services"
"Direct Marketing - Other","Direct Marketing - Other"
"Direct Marketing - Outbound Telemarketing","Direct Marketing - Outbound Telemarketing"
"Direct Marketing - Subscription","Direct Marketing - Subscription"
"Direct Marketing - Travel","Direct Marketing - Travel"
"Discount Stores","Discount Stores"
Doctors,Doctors
"Door-To-Door Sales","Door-To-Door Sales"
"Drapery, Window Covering, and Upholstery Stores","Drapery, Window Covering, and Upholstery Stores"
"Drinking Places","Drinking Places"
"Drug Stores and Pharmacies","Drug Stores and Pharmacies"
"Drugs, Drug Proprietaries, and Druggist Sundries","Drugs, Drug Proprietaries, and Druggist Sundries"
"Dry Cleaners","Dry Cleaners"
"Durable Goods (Not Elsewhere Classified)","Durable Goods (Not Elsewhere Classified)"
"Duty Free Stores","Duty Free Stores"
"Eating Places, Restaurants","Eating Places, Restaurants"
"Educational Services","Educational Services"
"Electric Razor Stores","Electric Razor Stores"
"Electrical Parts and Equipment","Electrical Parts and Equipment"
"Electrical Services","Electrical Services"
"Electronics Repair Shops","Electronics Repair Shops"
"Electronics Stores","Electronics Stores"
"Elementary, Secondary Schools","Elementary, Secondary Schools"
"Employment/Temp Agencies","Employment/Temp Agencies"
"Equipment Rental","Equipment Rental"
"Exterminating Services","Exterminating Services"
"Family Clothing Stores","Family Clothing Stores"
"Fast Food Restaurants","Fast Food Restaurants"
"Financial Institutions","Financial Institutions"
"Fines - Government Administrative Entities","Fines - Government Administrative Entities"
"Fireplace, Fireplace Screens, and Accessories Stores","Fireplace, Fireplace Screens, and Accessories Stores"
"Floor Covering Stores","Floor Covering Stores"
Florists,Florists
"Florists Supplies, Nursery Stock, and Flowers","Florists Supplies, Nursery Stock, and Flowers"
"Freezer and Locker Meat Provisioners","Freezer and Locker Meat Provisioners"
"Fuel Dealers (Non Automotive)","Fuel Dealers (Non Automotive)"
"Funeral Services, Crematories","Funeral Services, Crematories"
"Furniture Repair, Refinishing","Furniture Repair, Refinishing"
"Furniture, Home Furnishings, and Equipment Stores, Except Appliances","Furniture, Home Furnishings, and Equipment Stores, Except Appliances"
"Furriers and Fur Shops","Furriers and Fur Shops"
"General Services","General Services"
"Gift, Card, Novelty, and Souvenir Shops","Gift, Card, Novelty, and Souvenir Shops"
"Glass, Paint, and Wallpaper Stores","Glass, Paint, and Wallpaper Stores"
"Glassware, Crystal Stores","Glassware, Crystal Stores"
"Golf Courses - Public","Golf Courses - Public"
"Government Services (Not Elsewhere Classified)","Government Services (Not Elsewhere Classified)"
"Grocery Stores, Supermarkets","Grocery Stores, Supermarkets"
"Hardware Stores","Hardware Stores"
"Hardware, Equipment, and Supplies","Hardware, Equipment, and Supplies"
"Health and Beauty Spas","Health and Beauty Spas"
"Hearing Aids Sales and Supplies","Hearing Aids Sales and Supplies"
"Heating, Plumbing, A/C","Heating, Plumbing, A/C"
"Hobby, Toy, and Game Shops","Hobby, Toy, and Game Shops"
"Home Supply Warehouse Stores","Home Supply Warehouse Stores"
Hospitals,Hospitals
"Hotels, Motels, and Resorts","Hotels, Motels, and Resorts"
"Household Appliance Stores","Household Appliance Stores"
"Industrial Supplies (Not Elsewhere Classified)","Industrial Supplies (Not Elsewhere Classified)"
"Information Retrieval Services","Information Retrieval Services"
"Insurance - Default","Insurance - Default"
"Insurance Underwriting, Premiums","Insurance Underwriting, Premiums"
"Intra-Company Purchases","Intra-Company Purchases"
"Jewelry Stores, Watches, Clocks, and Silverware Stores","Jewelry Stores, Watches, Clocks, and Silverware Stores"
"Landscaping Services","Landscaping Services"
Laundries,Laundries
"Laundry, Cleaning Services","Laundry, Cleaning Services"
"Legal Services, Attorneys","Legal Services, Attorneys"
"Luggage and Leather Goods Stores","Luggage and Leather Goods Stores"
"Lumber, Building Materials Stores","Lumber, Building Materials Stores"
"Manual Cash Disburse","Manual Cash Disburse"
"Marinas, Service and Supplies","Marinas, Service and Supplies"
"Masonry, Stonework, and Plaster","Masonry, Stonework, and Plaster"
"Massage Parlors","Massage Parlors"
"Medical Services","Medical Services"
"Medical and Dental Labs","Medical and Dental Labs"
"Medical, Dental, Ophthalmic, and Hospital Equipment and Supplies","Medical, Dental, Ophthalmic, and Hospital Equipment and Supplies"
"Membership Organizations","Membership Organizations"
"Mens and Boys Clothing and Accessories Stores","Mens and Boys Clothing and Accessories Stores"
"Mens, Womens Clothing Stores","Mens, Womens Clothing Stores"
"Metal Service Centers","Metal Service Centers"
"Miscellaneous Apparel and Accessory Shops","Miscellaneous Apparel and Accessory Shops"
"Miscellaneous Auto Dealers","Miscellaneous Auto Dealers"
"Miscellaneous Business Services","Miscellaneous Business Services"
"Miscellaneous Food Stores - Convenience Stores and Specialty Markets","Miscellaneous Food Stores - Convenience Stores and Specialty Markets"
"Miscellaneous General Merchandise","Miscellaneous General Merchandise"
"Miscellaneous General Services","Miscellaneous General Services"
"Miscellaneous Home Furnishing Specialty Stores","Miscellaneous Home Furnishing Specialty Stores"
"Miscellaneous Publishing and Printing","Miscellaneous Publishing and Printing"
"Miscellaneous Recreation Services","Miscellaneous Recreation Services"
"Miscellaneous Repair Shops","Miscellaneous Repair Shops"
"Miscellaneous Specialty Retail","Miscellaneous Specialty Retail"
"Mobile Home Dealers","Mobile Home Dealers"
"Motion Picture Theaters","Motion Picture Theaters"
"Motor Freight Carriers and Trucking","Motor Freight Carriers and Trucking"
"Motor Homes Dealers","Motor Homes Dealers"
"Motor Vehicle Supplies and New Parts","Motor Vehicle Supplies and New Parts"
"Motorcycle Shops and Dealers","Motorcycle Shops and Dealers"
"Motorcycle Shops, Dealers","Motorcycle Shops, Dealers"
"Music Stores-Musical Instruments, Pianos, and Sheet Music","Music Stores-Musical Instruments, Pianos, and Sheet Music"
"News Dealers and Newsstands","News Dealers and Newsstands"
"Non-FI, Money Orders","Non-FI, Money Orders"
"Non-FI, Stored Value Card Purchase/Load","Non-FI, Stored Value Card Purchase/Load"
"Nondurable Goods (Not Elsewhere Classified)","Nondurable Goods (Not Elsewhere Classified)"
"Nurseries, Lawn and Garden Supply Stores","Nurseries, Lawn and Garden Supply Stores"
"Nursing/Personal Care","Nursing/Personal Care"
"Office and Commercial Furniture","Office and Commercial Furniture"
"Opticians, Eyeglasses","Opticians, Eyeglasses"
"Optometrists, Ophthalmologist","Optometrists, Ophthalmologist"
"Orthopedic Goods - Prosthetic Devices","Orthopedic Goods - Prosthetic Devices"
Osteopaths,Osteopaths
"Package Stores-Beer, Wine, and Liquor","Package Stores-Beer, Wine, and Liquor"
"Paints, Varnishes, and Supplies","Paints, Varnishes, and Supplies"
"Parking Lots, Garages","Parking Lots, Garages"
"Passenger Railways","Passenger Railways"
"Pawn Shops","Pawn Shops"
"Pet Shops, Pet Food, and Supplies","Pet Shops, Pet Food, and Supplies"
"Petroleum and Petroleum Products","Petroleum and Petroleum Products"
"Photo Developing","Photo Developing"
"Photographic Studios","Photographic Studios"
"Photographic, Photocopy, Microfilm Equipment, and Supplies","Photographic, Photocopy, Microfilm Equipment, and Supplies"
"Picture/Video Production","Picture/Video Production"
"Piece Goods, Notions, and Other Dry Goods","Piece Goods, Notions, and Other Dry Goods"
"Plumbing, Heating Equipment, and Supplies","Plumbing, Heating Equipment, and Supplies"
"Political Organizations","Political Organizations"
"Postal Services - Government Only","Postal Services - Government Only"
"Precious Stones and Metals, Watches and Jewelry","Precious Stones and Metals, Watches and Jewelry"
"Professional Services","Professional Services"
"Public Warehousing and Storage","Public Warehousing and Storage"
"Quick Copy, Repro, and Blueprint","Quick Copy, Repro, and Blueprint"
Railroads,Railroads
"Real Estate Agents and Managers - Rentals","Real Estate Agents and Managers - Rentals"
"Record Stores","Record Stores"
"Recreational Vehicle Rentals","Recreational Vehicle Rentals"
"Religious Goods Stores","Religious Goods Stores"
"Religious Organizations","Religious Organizations"
"Roofing/Siding, Sheet Metal","Roofing/Siding, Sheet Metal"
"Secretarial Support Services","Secretarial Support Services"
"Security Brokers/Dealers","Security Brokers/Dealers"
"Service Stations","Service Stations"
"Sewing, Needlework, Fabric, and Piece Goods Stores","Sewing, Needlework, Fabric, and Piece Goods Stores"
"Shoe Repair/Hat Cleaning","Shoe Repair/Hat Cleaning"
"Shoe Stores","Shoe Stores"
"Small Appliance Repair","Small Appliance Repair"
"Snowmobile Dealers","Snowmobile Dealers"
"Special Trade Services","Special Trade Services"
"Specialty Cleaning","Specialty Cleaning"
"Sporting Goods Stores","Sporting Goods Stores"
"Sporting/Recreation Camps","Sporting/Recreation Camps"
"Sports Clubs/Fields","Sports Clubs/Fields"
"Sports and Riding Apparel Stores","Sports and Riding Apparel Stores"
"Stamp and Coin Stores","Stamp and Coin Stores"
"Stationary, Office Supplies, Printing and Writing Paper","Stationary, Office Supplies, Printing and Writing Paper"
"Stationery Stores, Office, and School Supply Stores","Stationery Stores, Office, and School Supply Stores"
"Swimming Pools Sales","Swimming Pools Sales"
"TUI Travel - Germany","TUI Travel - Germany"
"Tailors, Alterations","Tailors, Alterations"
"Tax Payments - Government Agencies","Tax Payments - Government Agencies"
"Tax Preparation Services","Tax Preparation Services"
Taxicabs/Limousines,Taxicabs/Limousines
"Telecommunication Equipment and Telephone Sales","Telecommunication Equipment and Telephone Sales"
"Telecommunication Services","Telecommunication Services"
"Telegraph Services","Telegraph Services"
"Tent and Awning Shops","Tent and Awning Shops"
"Testing Laboratories","Testing Laboratories"
"Theatrical Ticket Agencies","Theatrical Ticket Agencies"
Timeshares,Timeshares
"Tire Retreading and Repair","Tire Retreading and Repair"
"Tolls/Bridge Fees","Tolls/Bridge Fees"
"Tourist Attractions and Exhibits","Tourist Attractions and Exhibits"
"Towing Services","Towing Services"
"Trailer Parks, Campgrounds","Trailer Parks, Campgrounds"
"Transportation Services (Not Elsewhere Classified)","Transportation Services (Not Elsewhere Classified)"
"Direct Charge","Direct Charge"
"Separate Charge and Transfer","Separate Charge and Transfer"
Sandbox,Sandbox
Production,Production
"Stripe Connect with Standard Accounts","Stripe Connect with Standard Accounts"
"Stripe Connect with Custom Accounts","Stripe Connect with Custom Accounts"
Authorize,Authorize
"Authorize and Capture","Authorize and Capture"
"The CMS block with the ""%1"" ID doesn't exist.","The CMS block with the ""%1"" ID doesn't exist."
"You are not allowed to checkout with multi seller products.","You are not allowed to checkout with multi seller products."
"Are you sure you want to do this?","Are you sure you want to do this?"
"Capture Order","Capture Order"
"Could not add Product to Cart.","Could not add Product to Cart."
"Stripe Connect","Stripe Connect"
"Manage Stripe Connect Custom Account","Manage Stripe Connect Custom Account"
"Create Stripe Account","Create Stripe Account"
Country,Country
Email,Email
"Business Type","Business Type"
"Bank Account Country","Bank Account Country"
"Bank Account Currency","Bank Account Currency"
"Bank Account Holder Type","Bank Account Holder Type"
"Bank Account Holder Name","Bank Account Holder Name"
"Bank Account Routing Number","Bank Account Routing Number"
"The routing number, or other country-appropriate institution number for the bank account","The routing number, or other country-appropriate institution number for the bank account"
"Bank Account Number","Bank Account Number"
"The account number for the bank account, in string form. Must be a checking account.","The account number for the bank account, in string form. Must be a checking account."
"Not Connected","Not Connected"
"Connect to Stripe via the button below","Connect to Stripe via the button below"
"More Information Required","More Information Required"
"Complete your details via the button below","Complete your details via the button below"
Connected,Connected
"Success! You are connected to receive payments","Success! You are connected to receive payments"
Status,Status
"CONNECT TO STRIPE","CONNECT TO STRIPE"
"Adjustment Refund","Adjustment Refund"
"Adjustment Fee","Adjustment Fee"
"Please enter a positive number in this field.","Please enter a positive number in this field."
"Your Saved Cards","Your Saved Cards"
Select,Select
Brand,Brand
Card,Card
"Exp. Month","Exp. Month"
"Exp. Year","Exp. Year"
Delete,Delete
"No cards available","No cards available"
Back,Back
"Connect To Stripe","Connect To Stripe"
"Stripe Transactions","Stripe Transactions"
"Items Ordered","Items Ordered"
"Product Name","Product Name"
Price,Price
Qty,Qty
"Return to Stock","Return to Stock"
"Qty to Refund","Qty to Refund"
Subtotal,Subtotal
"COD Charges","COD Charges"
"Tax Amount","Tax Amount"
"Discount Amount","Discount Amount"
"Row Total","Row Total"
"Excl. Tax","Excl. Tax"
Ordered,Ordered
Invoiced,Invoiced
Shipped,Shipped
Canceled,Canceled
Refunded,Refunded
"Tax Total","Tax Total"
"Discount Total","Discount Total"
"Items to Refund","Items to Refund"
"Paid Amount","Paid Amount"
"Refund Amount","Refund Amount"
"Shipping Amount","Shipping Amount"
"Shipping Refund","Shipping Refund"
"Order Grand Total","Order Grand Total"
"Credit Memo Comments","Credit Memo Comments"
"Refund Totals","Refund Totals"
Discount,Discount
"Total Tax","Total Tax"
"Refund Shipping","Refund Shipping"
"You are not allowed to perform this action","You are not allowed to perform this action"
"Append Comments","Append Comments"
"Visible on Frontend","Visible on Frontend"
"Email Copy of Credit Memo","Email Copy of Credit Memo"
"Refund Offline","Refund Offline"
"Refund Online","Refund Online"
Refund,Refund
"Manage Order #%1","Manage Order #%1"
"<span class=""label"">Order Date:</span> %1","<span class=""label"">Order Date:</span> %1"
Print,Print
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Cancel Order","Cancel Order"
"Are you sure you want to send order email to customer?","Are you sure you want to send order email to customer?"
"Send Email To Customer","Send Email To Customer"
"Send Email","Send Email"
"Are you sure you want to capture the order?","Are you sure you want to capture the order?"
Capture,Capture
"Are you sure you want to create invoice?","Are you sure you want to create invoice?"
Invoice,Invoice
"Pay Admin for his commission for this order","Pay Admin for his commission for this order"
"If you pay admin commission then you can not do refund for buyer in future.","If you pay admin commission then you can not do refund for buyer in future."
"Are you sure you want to pay admin for his commission?","Are you sure you want to pay admin for his commission?"
"Pay Admin Commission","Pay Admin Commission"
"Create Credit Memo","Create Credit Memo"
"Credit Memo","Credit Memo"
"Create Shipment for Order","Create Shipment for Order"
Ship,Ship
"Buyer Information","Buyer Information"
"Customer Name","Customer Name"
"Order Information","Order Information"
"Shipping Address","Shipping Address"
"Shipping Method","Shipping Method"
"No shipping information available","No shipping information available"
Carrier,Carrier
"Tracking Number","Tracking Number"
"Billing Address","Billing Address"
"Payment Method","Payment Method"
"Back To My Orders","Back To My Orders"
"Are you sure you want to create shipment?","Are you sure you want to create shipment?"
"Remove Previous Details & Reconnect","Remove Previous Details & Reconnect"
"Application access may have been revoked. ","Application access may have been revoked. "
"Please remove the previous connection and reauthorize using the Stripe system.","Please remove the previous connection and reauthorize using the Stripe system."
"Remove Previous Details","Remove Previous Details"
"Update Account Information","Update Account Information"
"Save your bank account information using stripe connect if not added. ","Save your bank account information using stripe connect if not added. "
"If routing number or any other information changes please reauthorize using the Stripe system","If routing number or any other information changes please reauthorize using the Stripe system"
"Invalid credentials. Please contact admin to correct them","Invalid credentials. Please contact admin to correct them"
"Connect to Stripe","Connect to Stripe"
"Please Contact admin for any discussion on Stripe Accounts","Please Contact admin for any discussion on Stripe Accounts"
"Transfer Overview","Transfer Overview"
"Date paid","Date paid"
Amount,Amount
ID,ID
"Transaction ID","Transaction ID"
"Transfer group","Transfer group"
"No Transactions available","No Transactions available"
"Delete image","Delete image"
"I would like to inform you that a order has been Canceled.","I would like to inform you that a order has been Canceled."
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","You can check the status of your order by <a href=""%account_url"">logging into your account</a>."
"Your Order <span class=""no-link"">#%increment_id</span>","Your Order <span class=""no-link"">#%increment_id</span>"
"Your Order has been canceled. Because,<span class=""no-link"">%message</span>","Your Order has been canceled. Because,<span class=""no-link"">%message</span>"
" Please select from below cards to proceed "," Please select from below cards to proceed "
" Select Card Expiration Details "," Select Card Expiration Details "
"Enter your card details:","Enter your card details:"
"Your card details are protected using PCI DSS v3.2 security standards.","Your card details are protected using PCI DSS v3.2 security standards."
"Save card for future payments.","Save card for future payments."
"Place Order","Place Order"
Attention,Attention
"You have not selected any card.","You have not selected any card."
Saving,Saving
"Please enter card details properly.","Please enter card details properly."
"Not able to process card details , please try again","Not able to process card details , please try again"
"something went wrong","something went wrong"
"Marketplace Stripe Payment","Marketplace Stripe Payment"
Enabled,Enabled
Title,Title
Debug,Debug
"Type of Integration","Type of Integration"
"Choose the relevent Intergration at the time of adding credentials as changing the type will make the seller loose there accounts on this platform and they need to re-register with the Connect account again.","Choose the relevent Intergration at the time of adding credentials as changing the type will make the seller loose there accounts on this platform and they need to re-register with the Connect account again."
"Payment Action","Payment Action"
"Select the event to capture payment","Select the event to capture payment"
"Charge Type","Charge Type"
"Direct Charge - Single Seller Checkout, Charge will be generated on Seller end.
                    Separate Charge and Transfer - Multiple Seller Checkout, Chrage will be generated on Admin end and then it will be transfered to respective Sellers","Direct Charge - Single Seller Checkout, Charge will be generated on Seller end.
                    Separate Charge and Transfer - Multiple Seller Checkout, Chrage will be generated on Admin end and then it will be transfered to respective Sellers"
"Vault Enabled","Vault Enabled"
"Allow Seller To Manage Custom Accounts","Allow Seller To Manage Custom Accounts"
"Api Secret Key","Api Secret Key"
"Api Publishable Key","Api Publishable Key"
"Client ID","Client ID"
"Stripe Account ID","Stripe Account ID"
"Set Name Display on Form","Set Name Display on Form"
"Set Image","Set Image"
"Upload any Image that you want to show on stripe payment form at frontend","Upload any Image that you want to show on stripe payment form at frontend"
"Payment from Applicable Countries","Payment from Applicable Countries"
"Minimum Order Total","Minimum Order Total"
"$0.50 is the minimum amount allowed by Stripe","$0.50 is the minimum amount allowed by Stripe"
"Maximum Order Total","Maximum Order Total"
"Sort Order","Sort Order"
"Manage Stripe Accounts","Manage Stripe Accounts"
"Stripe Account Information","Stripe Account Information"
"Stripe Account Details","Stripe Account Details"
"User Id","User Id"
"Account Id","Account Id"
"Bank Account Details","Bank Account Details"
"Bank Account Holder Name:","Bank Account Holder Name:"
"Bank Account Routing Number:","Bank Account Routing Number:"
"Bank Account Number:","Bank Account Number:"
"Stripe Saved Cards","Stripe Saved Cards"
"New Credit Memo","New Credit Memo"
"Saved Stripe Cards","Saved Stripe Cards"
Transactions,Transactions
