"Bank Name","Bank Name"
"Account Number","Account Number"
"Bank Address","Bank Address"
"S.W.I.F.T Code","S.W.I.F.T Code"
"Traffic Graph Daily","Traffic Graph Daily"
"Affiliate User Statistics Graph","Affiliate User Statistics Graph"
"Traffic Graph Monthly","Traffic Graph Monthly"
"Banners/Text Ad","Banners/Text Ad"
Product,Product
"HTML Code","HTML Code"
"No Product Available","No Product Available"
Back,Back
"Banners/Text Ads","Banners/Text Ads"
Title,Title
"No Ads Banner Available","No Ads Banner Available"
"Email Address","Email Address"
"add multiple email address using comma (,) separate","add multiple email address using comma (,) separate"
"Add Product Links","Add Product Links"
Affiliate,Affiliate
Summary,Summary
"Banner & Ads","Banner & Ads"
"Payment Records","Payment Records"
"Blog Url","Blog Url"
"Become Affiliate User","Become Affiliate User"
"Payment Summary","Payment Summary"
"Transaction Id","Transaction Id"
"IPN Transaction Id","IPN Transaction Id"
"Transaction Amount","Transaction Amount"
"Transaction Date","Transaction Date"
"No payment Summary","No payment Summary"
" Payment Method"," Payment Method"
Blog,Blog
"Affilate Terms Accept","Affilate Terms Accept"
"I agree to the","I agree to the"
"Affiliate Terms","Affiliate Terms"
"Sales Summary","Sales Summary"
"Order Id","Order Id"
Status,Status
"View Date","View Date"
"No Sales Order Record","No Sales Order Record"
Daily,Daily
Monthly,Monthly
"Traffic Graph","Traffic Graph"
"Waiting for approval..","Waiting for approval.."
"Unapproved by admin..","Unapproved by admin.."
"Approved by admin..","Approved by admin.."
"Over All Record","Over All Record"
Clicks,Clicks
"Unique Click","Unique Click"
"Approved Sales","Approved Sales"
"Pending Sales","Pending Sales"
Balance,Balance
"Commission Rates","Commission Rates"
"Per Click","Per Click"
"Per Unique Click","Per Unique Click"
"Per Sale","Per Sale"
"Traffic Summary","Traffic Summary"
"IP Address","IP Address"
"Referring URL","Referring URL"
"No Traffic Summary","No Traffic Summary"
Attention,Attention
"Banner Layout","Banner Layout"
Ok,Ok
"Go to Details Page","Go to Details Page"
"Add Transaction Detail","Add Transaction Detail"
"Save Transaction Detail","Save Transaction Detail"
"Payment amount is not available","Payment amount is not available"
"Pay to Affiliate By Paypal","Pay to Affiliate By Paypal"
"Payment method is not set by user","Payment method is not set by user"
"Banner Preview","Banner Preview"
"Affiliate Terms","Affiliate Terms"
"Some of the emails are not valid.","Some of the emails are not valid."
"Products <input type=""text"" id=""aff_campaign_product_search"">","Products <input type=""text"" id=""aff_campaign_product_search"">"
Webkul,Webkul
"Affiliate System","Affiliate System"
"General Settings","General Settings"
Enable,Enable
Affiliate Registration,Affiliate Registration
"Display blog link on registration","Display blog link on registration"
"Allow affiliate registrations","Allow affiliate registrations"
"Automatically approve affiliates","Automatically approve affiliates"
"Set Commission Priority","Set Commission Priority"
"Minimum payout balance","Minimum payout balance"
"Payment day of the month","Payment day of the month"
"days from 1 to 31","days from 1 to 31"
"Blog URL Hint","Blog URL Hint"
"Affiliate Manage E-mail","Affiliate Manage E-mail"
"Affiliate user account update email template","Affiliate user account update email template"
"On affiliate user account status update","On affiliate user account status update"
"Affiliate user notification by admin email template","Affiliate user notification by admin email template"
"When affiliate manager send any notification to user","When affiliate manager send any notification to user"
"E-mail campaign template","E-mail campaign template"
"For e-mail campaign","For e-mail campaign"
"Manager email template","Manager email template"
"To admin for affiliate sales order approve","To admin for affiliate sales order approve"
"Payment credit notification email template","Payment credit notification email template"
"When affiliate user payment credited in bank","When affiliate user payment credited in bank"
"Affiliate user email template on order approve","Affiliate user email template on order approve"
"On affiliate sales order approved notification","On affiliate sales order approved notification"
"Payment Information","Payment Information"
Sandbox,Sandbox
"Assign Payment Methods","Assign Payment Methods"
"Manage Affiliate General Commission Rates","Manage Affiliate General Commission Rates"
"Set payment for per click","Set payment for per click"
"Set payment for per unique click","Set payment for per unique click"
"Set Commission Type For Sale","Set Commission Type For Sale"
"Set Commission","Set Commission"
"Set commsion in case of fixed type or in percentage %","Set commsion in case of fixed type or in percentage %"
"Affiliate Program Terms","Affiliate Program Terms"
"Must agree to Affiliate Program Terms?","Must agree to Affiliate Program Terms?"
"Add New Banner","Add New Banner"
Delete,Delete
"Do you want to delete selected banners record?","Do you want to delete selected banners record?"
"Banner Size","Banner Size"
"Banner Link","Banner Link"
"Created Date","Created Date"
Approve,Approve
"Do you want to approve selected sales record ?","Do you want to approve selected sales record ?"
"# Order ID","# Order ID"
"Purchased On","Purchased On"
"Affiliate User Name","Affiliate User Name"
"Total Order","Total Order"
"Order Status","Order Status"
"Affilate Status","Affilate Status"
"Customer IP","Customer IP"
"Do you want to approve selected affiliate users?","Do you want to approve selected affiliate users?"
Reject,Reject
"Do you want to reject selected affiliate users?","Do you want to reject selected affiliate users?"
"Blog link","Blog link"
"Total Clicks","Total Clicks"
"Total Unique Clicks","Total Unique Clicks"
"Total Sale","Total Sale"
"Total Traffic","Total Traffic"
"Total Transaction","Total Transaction"
"Affiliate Comission Type","Affiliate Comission Type"
"Comission for Affiliate","Comission for Affiliate"
ID,ID
Name,Name
"Affiliate Link","Affiliate Link"
"Affiliate Manage","Affiliate Manage"
"Manage Affiliate","Manage Affiliate"
"Email Affiliate","Email Affiliate"
"Banner/Text Ad","Banner/Text Ad"
"Refer Url Compare","Refer Url Compare"
"Summary","Summary"
"Payment Method","Payment Method"
"Copy HTML Code","Copy HTML Code"
